link,number_of_rooms,number_of_bedrooms,number_of_bathrooms,area_type,area_value,occupancy,additional_features,year_built,parking_total,Title,Price,Location
https://www.centris.ca/en/condos-apartments~for-rent~bromont/17275855?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom,N/A,N/A,2024-07-05,"Animals allowed, Smoking not allowed",N/A,Driveway (2),"Condo / Apartment for rent in Bromont, Estrie, 130, Rue Natura, apt. 103, 17275855 - Centris.ca","$1,750 /month","130, Rue Natura, apt. 103
Bromont"
https://www.centris.ca/en/condos-apartments~for-rent~laval-vimont/17030608?view=Summary&uc=3,4 rooms,2 bedrooms in basement,1 bathroom,N/A,N/A,2024-07-01,"Animals not allowed, Smoking not allowed, Basement 6 feet or +",1980,N/A,"Condo / Apartment for rent in Laval (Vimont), Laval, 1885, Montée Monette, 17030608 - Centris.ca","$1,595 /month","1885, Montée Monette
Laval (Vimont)
Neighbourhood Cité de la Santé"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-verdun-ile-des-soeurs/18734301?view=Summary&uc=3,6 rooms,2 bedrooms,1 bathroom,Net area,861 sqft,2024-07-01,"Smoking not allowed, Elevator, Semi-furnished, Near the REM",2006,Garage (1),"Condo / Apartment for rent in Montréal (Verdun/Île-des-Soeurs), Montréal (Island), 201, Chemin de la Pointe-Sud, apt. 617, 18734301 - Centris.ca","$2,500 /month","201, Chemin de la Pointe-Sud, apt. 617
Montréal (Verdun/Île-des-Soeurs)
Neighbourhood Île-des-Soeurs"
https://www.centris.ca/en/houses~for-rent~l-ile-perrot/13081401?view=Summary&uc=3,8 rooms,3 bedrooms,1 bathroom and 1 powder room,N/A,N/A,2024-09-15,Basement 6 feet or +,2013,"Driveway (1), Garage (1)","House for rent in L'Île-Perrot, Montérégie, 91, Rue des Lilas, 13081401 - Centris.ca","$2,350 /month","91, Rue des Lilas
L'Île-Perrot"
https://www.centris.ca/en/condos-apartments~for-rent~mont-tremblant/28456882?view=Summary&uc=3,4 rooms,4 bedrooms,2 bathrooms and 1 powder room,Net area,"2,665 sqft",2023-12-15,Smoking not allowed,1994,Driveway (2),"Condo / Apartment for rent in Mont-Tremblant, Laurentides, 156, Chemin de la Forêt, apt. 1, 28456882 - Centris.ca","$10,000 /month","156, Chemin de la Forêt, apt. 1
Mont-Tremblant
Neighbourhood Tremblant (Station)"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/23810350?view=Summary&uc=3,6 rooms,2 bedrooms,2 bathrooms,N/A,N/A,5 days after acceptance of promise to rent,N/A,2019,N/A,"Condo / Apartment for rent in Montréal (Le Sud-Ouest), Montréal (Island), 315, Rue Richmond, apt. 212, 23810350 - Centris.ca","$2,580 /month","315, Rue Richmond, apt. 212
Montréal (Le Sud-Ouest)
Neighbourhood Griffintown"
https://www.centris.ca/en/condos-apartments~for-rent~lavaltrie/25604274?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Net area,719 sqft,2024-05-01,N/A,2023,Garage (1),"Condo / Apartment for rent in Lavaltrie, Lanaudière, 570, Rue Notre-Dame, apt. 207, 25604274 - Centris.ca","$1,385 /month","570, Rue Notre-Dame, apt. 207
Lavaltrie"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/21930145?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,N/A,N/A,2024-07-15,"Elevator, Semi-furnished, Internet included, Private balcony, Roof terrace, Fitness room, Bicycle storage area",2024,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1245, Rue De Bleury, apt. 5516, 21930145 - Centris.ca","$2,500 /month","1245, Rue De Bleury, apt. 5516
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/14113611?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,Gross area,"1,115 sqft",2024-10-01,"Pets allowed with conditions, Elevator, Fitness room, Bicycle storage area, Near the REM",N/A,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 995, Rue de la Commune Ouest, apt. 2113, 14113611 - Centris.ca","$3,560 /month","995, Rue de la Commune Ouest, apt. 2113
Montréal (Ville-Marie)
Neighbourhood La Cité du Multimédia"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/12882088?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Gross area,528 sqft,2024-07-01,"Pets allowed with conditions, Elevator, Fitness room, Bicycle storage area, Near the REM",N/A,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 995, Rue de la Commune Ouest, apt. 513, 12882088 - Centris.ca","$1,930 /month","995, Rue de la Commune Ouest, apt. 513
Montréal (Ville-Marie)
Neighbourhood La Cité du Multimédia"
https://www.centris.ca/en/condos-apartments~for-rent~longueuil-saint-hubert/13409317?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom,Net area,"1,100 sqft",2024-07-01,N/A,2020,Driveway (1),"Condo / Apartment for rent in Longueuil (Saint-Hubert), Montérégie, 1879, Rue Walnut, 13409317 - Centris.ca","$1,800 /month","1879, Rue Walnut
Longueuil (Saint-Hubert)
Neighbourhood Laflèche"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-laurent/10998223?view=Summary&uc=3,5 rooms,2 bedrooms,2 bathrooms,Net area,880 sqft,5 days after acceptance of promise to rent,"Animals not allowed, Smoking not allowed, Adapted for reduced mobility, Semi-furnished, Private balcony, Fitness room",2022,Garage (1),"Condo / Apartment for rent in Montréal (Saint-Laurent), Montréal (Island), 1900, Rue Suzanne-Coallier, apt. 710, 10998223 - Centris.ca","$2,400 /month","1900, Rue Suzanne-Coallier, apt. 710
Montréal (Saint-Laurent)
Neighbourhood Saint-Laurent West"
https://www.centris.ca/en/condos-apartments~for-rent~saint-jean-de-matha/17209060?view=Summary&uc=3,8 rooms,2 bedrooms in basement,1 bathroom and 1 powder room,N/A,N/A,According to leases,"Cats allowed, Dogs allowed, Pets allowed with conditions, Smoking not allowed, Furnished, Internet included",2023,"Driveway (2), Garage (1)","Condo / Apartment for rent in Saint-Jean-de-Matha, Lanaudière, 165, Chemin du Golf, 17209060 - Centris.ca","$2,200 /month","165, Chemin du Golf
Saint-Jean-de-Matha"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-rosemont-la-petite-patrie/17507648?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,Net area,775 sqft,3 days after acceptance of promise to rent,"Furnished, Internet included",2013,N/A,"Condo / Apartment for rent in Montréal (Rosemont/La Petite-Patrie), Montréal (Island), 5201, Avenue Jeanne-d'Arc, apt. 201, 17507648 - Centris.ca","$2,100 /month","5201, Avenue Jeanne-d'Arc, apt. 201
Montréal (Rosemont/La Petite-Patrie)
Neighbourhood Old Rosemont"
https://www.centris.ca/en/houses~for-rent~longueuil-saint-hubert/13229591?view=Summary&uc=3,10 rooms,4 bedrooms (2 in basement),2 bathrooms,N/A,N/A,2024-08-01,"Furnished, EV charging station, Basement 6 feet or +, Near the REM",N/A,Driveway (2),"House for rent in Longueuil (Saint-Hubert), Montérégie, 4205, Rue Barbeau, 13229591 - Centris.ca","$3,650 /month","4205, Rue Barbeau
Longueuil (Saint-Hubert)
Neighbourhood Orchard"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/24428973?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Net area,474 sqft,2024-08-15,"Elevator, Furnished, Internet included, Near the REM",2021,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 360, Rue Atateken, apt. 317, 24428973 - Centris.ca","$1,970 /month","360, Rue Atateken, apt. 317
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/15353773?view=Summary&uc=3,7 rooms,3 bedrooms,1 bathroom,N/A,N/A,2024-09-01,N/A,N/A,N/A,"Condo / Apartment for rent in Montréal (Le Sud-Ouest), Montréal (Island), 1547, Rue De Sève, 15353773 - Centris.ca","$1,900 /month","1547, Rue De Sève
Montréal (Le Sud-Ouest)
Neighbourhood Côte-Saint-Paul"
https://www.centris.ca/en/condos-apartments~for-rent~laval-chomedey/19946644?view=Summary&uc=3,8 rooms,2 bedrooms,2 bathrooms,N/A,N/A,10 days after acceptance of promise to rent,"Pets allowed with conditions, Elevator, Internet included, Fitness room",2022,N/A,"Condo / Apartment for rent in Laval (Chomedey), Laval, 1985, boulevard Curé-Labelle, apt. 115, 19946644 - Centris.ca","$2,150 /month","1985, boulevard Curé-Labelle, apt. 115
Laval (Chomedey)
Neighbourhood Carrefour Saint-Martin"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-anjou/13494870?view=Summary&uc=3,5 rooms,3 bedrooms,1 bathroom,N/A,N/A,2024-07-01,"Animals not allowed, Smoking not allowed",1966,N/A,"Condo / Apartment for rent in Montréal (Anjou), Montréal (Island), 8473, boulevard du Haut-Anjou, 13494870 - Centris.ca","$1,850 /month","8473, boulevard du Haut-Anjou
Montréal (Anjou)"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-leonard/13356897?view=Summary&uc=3,7 rooms,4 bedrooms (1 in basement),2 bathrooms,N/A,N/A,2024-05-10,"Smoking not allowed, Basement 6 feet or +",1971,Driveway (1),"Condo / Apartment for rent in Montréal (Saint-Léonard), Montréal (Island), 8116, Rue de l'Alverne, 13356897 - Centris.ca","$2,200 /month","8116, Rue de l'Alverne
Montréal (Saint-Léonard)"
https://www.centris.ca/en/condos-apartments~for-rent~longueuil-saint-hubert/27982540?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom,Net area,"1,076 sqft",2024-07-01,Elevator,2005,Driveway (2),"Condo / Apartment for rent in Longueuil (Saint-Hubert), Montérégie, 7570, Chemin de Chambly, apt. 8, 27982540 - Centris.ca","$1,800 /month","7570, Chemin de Chambly, apt. 8
Longueuil (Saint-Hubert)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-lasalle/20783947?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Gross area,653 sqft,7 days after acceptance of promise to rent,"Pets allowed with conditions, Smoking not allowed, Adapted for reduced mobility, Elevator, Private balcony, Fitness room",2024,N/A,"Condo / Apartment for rent in Montréal (LaSalle), Montréal (Island), 1819, Avenue Dollard, apt. 313, 20783947 - Centris.ca","$1,680 /month","1819, Avenue Dollard, apt. 313
Montréal (LaSalle)"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/13420575?view=Summary&uc=3,5 rooms,2 bedrooms,2 bathrooms,Gross area,827 sqft,2024-06-01,"Cats allowed, Smoking not allowed, Elevator, Semi-furnished, Private balcony, Fitness room",2017,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1155, Rue de la Montagne, apt. 1407, 13420575 - Centris.ca","$2,595 /month","1155, Rue de la Montagne, apt. 1407
Montréal (Ville-Marie)
Neighbourhood Golden Square Mile"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-laurent/15574369?view=Summary&uc=3,6 rooms,3 bedrooms,1 bathroom,Gross area,"1,002 sqft",2024-07-22,"Animals not allowed, Smoking not allowed, Furnished, Internet included",N/A,Driveway (1),"Condo / Apartment for rent in Montréal (Saint-Laurent), Montréal (Island), 1363, Rue Saint-Louis, 15574369 - Centris.ca","$2,695 /month","1363, Rue Saint-Louis
Montréal (Saint-Laurent)
Neighbourhood Old Saint-Laurent"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-laurent/20918847?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Gross area,572 sqft,2024-08-01,N/A,2023,N/A,"Condo / Apartment for rent in Montréal (Saint-Laurent), Montréal (Island), 5250, boulevard Henri-Bourassa Ouest, apt. 707, 20918847 - Centris.ca","$1,680 /month","5250, boulevard Henri-Bourassa Ouest, apt. 707
Montréal (Saint-Laurent)
Neighbourhood New Saint-Laurent/Bois-Franc"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/23347981?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Net area,593 sqft,According to leases,N/A,2017,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1050, Rue Drummond, apt. 1105, 23347981 - Centris.ca","$1,950 /month","1050, Rue Drummond, apt. 1105
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/10697825?view=Summary&uc=3,6 rooms,2 bedrooms,2 bathrooms,Net area,836 sqft,5 days after acceptance of promise to rent,N/A,2023,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 720, Rue Saint-Jacques, apt. 4009, 10697825 - Centris.ca","$3,195 /month","720, Rue Saint-Jacques, apt. 4009
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-villeray-saint-michel-parc-extension/9566706?view=Summary&uc=3,5 rooms,1 bedroom,2 bathrooms,Gross area,"1,200 sqft",2024-08-01,"Elevator, Private balcony",2016,N/A,"Condo / Apartment for rent in Montréal (Villeray/Saint-Michel/Parc-Extension), Montréal (Island), 7221, Rue Clark, apt. 605, 9566706 - Centris.ca","$2,950 /month","7221, Rue Clark, apt. 605
Montréal (Villeray/Saint-Michel/Parc-Extension)
Neighbourhood Villeray"
https://www.centris.ca/en/houses~for-rent~laval-saint-vincent-de-paul/27579808?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom and 1 powder room,N/A,N/A,15 days after acceptance of promise to rent,N/A,N/A,Driveway (1),"House for rent in Laval (Saint-Vincent-de-Paul), Laval, 191, Avenue Bellevue, 27579808 - Centris.ca","$2,300 /month","191, Avenue Bellevue
Laval (Saint-Vincent-de-Paul)"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/18687500?view=Summary&uc=3,3 rooms,1 bedroom in basement,1 bathroom,N/A,N/A,2024-09-01,"Furnished, Basement 6 feet or +",1917,N/A,"Condo / Apartment for rent in Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Montréal (Island), 3823A, Avenue Prud'homme, 18687500 - Centris.ca","$1,600 /month","3823A, Avenue Prud'homme
Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)
Neighbourhood Notre-Dame-de-Grâce"
https://www.centris.ca/en/condos-apartments~for-rent~levis-desjardins/21471996?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,Net area,"1,100 sqft",2024-06-01,"Animals allowed, Elevator, Semi-furnished, Internet included, Fitness room",N/A,N/A,"Condo / Apartment for rent in Lévis (Desjardins), Chaudière-Appalaches, 77, Route du Président-Kennedy, apt. 32207, 21471996 - Centris.ca","$2,500 /month","77, Route du Président-Kennedy, apt. 32207
Lévis (Desjardins)
Neighbourhood Lévis"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-verdun-ile-des-soeurs/26488340?view=Summary&uc=3,8 rooms,2 bedrooms,1 bathroom,N/A,N/A,2024-07-01,"Pets allowed with conditions, Smoking not allowed, Private yard, Private balcony, Basement 6 feet or +",1927,Driveway (1),"Condo / Apartment for rent in Montréal (Verdun/Île-des-Soeurs), Montréal (Island), 5322, Rue de Verdun, 26488340 - Centris.ca","$1,990 /month","5322, Rue de Verdun
Montréal (Verdun/Île-des-Soeurs)
Neighbourhood Verdun"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/24584462?view=Summary&uc=3,6 rooms,2 bedrooms,1 bathroom,Net area,854 sqft,2024-09-01,"Animals not allowed, Furnished, Internet included",1988,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1050, Avenue Amesbury, apt. 622, 24584462 - Centris.ca","$2,400 /month","1050, Avenue Amesbury, apt. 622
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/condos-apartments~for-rent~lachute/20080324?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom,N/A,N/A,2024-07-01,"Pets allowed with conditions, Smoking not allowed, EV charging station, Private balcony",2024,Driveway (2),"Condo / Apartment for rent in Lachute, Laurentides, 404, Avenue Barron, apt. 6, 20080324 - Centris.ca","$1,425 /month","404, Avenue Barron, apt. 6
Lachute"
https://www.centris.ca/en/houses~for-rent~montreal-pierrefonds-roxboro/22461042?view=Summary&uc=3,9 rooms,3 bedrooms,2 bathrooms and 1 powder room,N/A,N/A,2024-04-01,"Basement 6 feet or +, Near the REM",2004,"Driveway (1), Garage (1)","House for rent in Montréal (Pierrefonds-Roxboro), Montréal (Island), 17940, Rue Thivierge, 22461042 - Centris.ca","$2,800 /month","17940, Rue Thivierge
Montréal (Pierrefonds-Roxboro)
Neighbourhood Pierrefonds/West"
https://www.centris.ca/en/condominium-houses~for-rent~coteau-du-lac/14882354?view=Summary&uc=3,6 rooms,2 bedrooms,1 bathroom and 1 powder room,N/A,N/A,2024-10-15,N/A,"Under construction, New","Driveway (1), Garage (1)","Condominium house for rent in Coteau-du-Lac, Montérégie, 91, Rue Guy-Lauzon, apt. 2, 14882354 - Centris.ca","$2,400 /month","91, Rue Guy-Lauzon, apt. 2
Coteau-du-Lac"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-mercier-hochelaga-maisonneuve/21943397?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,N/A,N/A,2024-07-01,N/A,1952,N/A,"Condo / Apartment for rent in Montréal (Mercier/Hochelaga-Maisonneuve), Montréal (Island), 2540, Rue Moreau, apt. 5, 21943397 - Centris.ca","$1,195 /month","2540, Rue Moreau, apt. 5
Montréal (Mercier/Hochelaga-Maisonneuve)
Neighbourhood Hochelaga-Maisonneuve"
https://www.centris.ca/en/condominium-houses~for-rent~saint-hippolyte/19803435?view=Summary&uc=3,8 rooms,3 bedrooms (1 in basement),1 bathroom and 1 powder room,Lot area,"9,586 sqft",2024-08-01,"Cats allowed, Internet included, Basement 6 feet or +",1978,Driveway (2),"Condominium house for rent in Saint-Hippolyte, Laurentides, 31, 30e Avenue, 19803435 - Centris.ca","$1,950 /month","31, 30e Avenue
Saint-Hippolyte"
https://www.centris.ca/en/houses~for-rent~longueuil-le-vieux-longueuil/9189261?view=Summary&uc=3,14 rooms,3 bedrooms,2 bathrooms,Lot area,"6,578 sqft",2024-07-01,"Private yard, Basement 6 feet or +",1981,"Driveway (2), Garage (1)","House for rent in Longueuil (Le Vieux-Longueuil), Montérégie, 2861, boulevard Béliveau, 9189261 - Centris.ca","$2,650 /month","2861, boulevard Béliveau
Longueuil (Le Vieux-Longueuil)
Neighbourhood Pierre Boucher"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/21670899?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,Gross area,"1,400 sqft",2024-06-01,N/A,1954,N/A,"Condo / Apartment for rent in Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Montréal (Island), 5232, Avenue Doherty, 21670899 - Centris.ca","$2,250 /month","5232, Avenue Doherty
Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)
Neighbourhood Notre-Dame-de-Grâce"
https://www.centris.ca/en/houses~for-rent~brossard/17722834?view=Summary&uc=3,9 rooms,3 bedrooms,1 bathroom and 1 powder room,N/A,N/A,2024-07-01,"Basement 6 feet or +, Near the REM",1962,"Driveway (2), Garage (2)","House for rent in Brossard, Montérégie, 765, Place Valiquette, 17722834 - Centris.ca","$2,500 /month","765, Place Valiquette
Brossard
Neighbourhood Street names (V)"
https://www.centris.ca/en/condominium-houses~for-rent~quebec-beauport/12349956?view=Summary&uc=3,11 rooms,3 bedrooms (1 in basement),1 bathroom and 2 powder rooms,Lot area,"3,118 sqft",According to leases,N/A,2012,Driveway (2),"Condominium house for rent in Québec (Beauport), Capitale-Nationale, 580, Avenue Joseph-Giffard, 12349956 - Centris.ca","$2,000 /month","580, Avenue Joseph-Giffard
Québec (Beauport)
Neighbourhood Saint-Michel"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-laurent/11441350?view=Summary&uc=3,7 rooms,2 bedrooms,2 bathrooms,Gross area,919 sqft,2024-03-15,"Smoking not allowed, Elevator, Private balcony, Fitness room, Near the REM","2023, New",Garage (1),"Condo / Apartment for rent in Montréal (Saint-Laurent), Montréal (Island), 3000, boulevard Thimens, apt. 905, 11441350 - Centris.ca","$2,550 /month","3000, boulevard Thimens, apt. 905
Montréal (Saint-Laurent)
Neighbourhood Saint-Laurent West"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/15860295?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom,Net area,665 sqft,2024-07-01,"Animals not allowed, Elevator, Fitness room",2021,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 2300, Rue Tupper, apt. 1614, 15860295 - Centris.ca","$2,450 /month","2300, Rue Tupper, apt. 1614
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/houses~for-rent~saint-blaise-sur-richelieu/15296442?view=Summary&uc=3,6 rooms,2 bedrooms,1 bathroom,Lot area,"4,000 sqft",10 days after acceptance of promise to rent,"Pets allowed with conditions, Smoking not allowed",N/A,Driveway (2),"House for rent in Saint-Blaise-sur-Richelieu, Montérégie, 73, 40e Avenue, 15296442 - Centris.ca","$1,900 /month","73, 40e Avenue
Saint-Blaise-sur-Richelieu"
https://www.centris.ca/en/houses~for-rent~laval-saint-francois/19669561?view=Summary&uc=3,9 rooms,3 bedrooms (2 in basement),1 bathroom,Lot area,"4,000 sqft",2024-07-01,Basement 6 feet or +,1984,Driveway (3),"House for rent in Laval (Saint-François), Laval, 8673, Rue La Périère, 19669561 - Centris.ca","$2,250 /month","8673, Rue La Périère
Laval (Saint-François)"
https://www.centris.ca/en/condos-apartments~for-rent~longueuil-saint-hubert/12129318?view=Summary&uc=3,8 rooms,3 bedrooms,2 bathrooms,Net area,"1,350 sqft",2024-12-01,"Basement 6 feet or +, Near the REM","Under construction, New",N/A,"Condo / Apartment for rent in Longueuil (Saint-Hubert), Montérégie, 3848, Grande Allée, 12129318 - Centris.ca","$2,100 /month","3848, Grande Allée
Longueuil (Saint-Hubert)
Neighbourhood Laflèche"
https://www.centris.ca/en/condos-apartments~for-rent~quebec-les-rivieres/26176063?view=Summary&uc=3,3 rooms,1 bedroom,1 bathroom,N/A,N/A,2023-10-02,N/A,Unknown age,N/A,"Condo / Apartment for rent in Québec (Les Rivières), Capitale-Nationale, 500, Avenue Rousseau, apt. 116, 26176063 - Centris.ca","$1,245 /month","500, Avenue Rousseau, apt. 116
Québec (Les Rivières)
Neighbourhood Vanier"
https://www.centris.ca/en/houses~for-rent~saint-sauveur/13518605?view=Summary&uc=3,12 rooms,4 bedrooms (1 in basement),2 bathrooms and 1 powder room,Lot area,"5,662 sqft",10 days after acceptance of promise to rent,"Cats allowed, Pets allowed with conditions, Furnished, Internet included",N/A,N/A,"House for rent in Saint-Sauveur, Laurentides, 119, Avenue Cyr, 13518605 - Centris.ca","$2,900 /month","119, Avenue Cyr
Saint-Sauveur"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/12317721?view=Summary&uc=3,6 rooms,1 bedroom,1 bathroom and 1 powder room,Gross area,"1,200 sqft",2024-07-01,"Animals not allowed, Smoking not allowed, Semi-furnished",2004,Garage (1),"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 445, Avenue Viger Ouest, apt. 1105, 12317721 - Centris.ca","$2,495 /month","445, Avenue Viger Ouest, apt. 1105
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/condominium-houses~for-rent~mont-tremblant/20484505?view=Summary&uc=3,9 rooms,4 bedrooms (1 in basement),2 bathrooms and 1 powder room,N/A,N/A,2024-05-01,N/A,N/A,N/A,"Condominium house for rent in Mont-Tremblant, Laurentides, 140, Allée Boréalis, 20484505 - Centris.ca","$2,500 /month","140, Allée Boréalis
Mont-Tremblant
Neighbourhood Tremblant (Station)"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/13533548?view=Summary&uc=3,7 rooms,3 bedrooms,1 bathroom,N/A,N/A,2023-07-01,N/A,2019,N/A,"Condo / Apartment for rent in Montréal (Le Sud-Ouest), Montréal (Island), 1606, Rue Ottawa, apt. 412, 13533548 - Centris.ca","$3,000 /month","1606, Rue Ottawa, apt. 412
Montréal (Le Sud-Ouest)
Neighbourhood Griffintown"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/26869577?view=Summary&uc=3,8 rooms,3 bedrooms,1 bathroom and 1 powder room,Net area,"1,062 sqft",15 days after acceptance of promise to rent,N/A,2023,Garage (1),"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 2812, Rue Ontario Est, apt. 501-A, 26869577 - Centris.ca","$3,055 /month","2812, Rue Ontario Est, apt. 501-A
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~saint-charles-borromee/25831690?view=Summary&uc=3,8 rooms,2 bedrooms in basement,1 bathroom,Net area,990 sqft,2024-04-10,N/A,2023,Driveway (1),"Condo / Apartment for rent in Saint-Charles-Borromée, Lanaudière, 678, Rue de la Visitation, apt. 008, 25831690 - Centris.ca","$1,455 /month","678, Rue de la Visitation, apt. 008
Saint-Charles-Borromée"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/17478512?view=Summary&uc=3,4 rooms,2 bedrooms,1 bathroom,N/A,N/A,5 days after acceptance of promise to rent,"Animals not allowed, Smoking not allowed, Furnished, Internet included",N/A,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 2114, Rue Bercy, apt. 102, 17478512 - Centris.ca","$2,125 /month","2114, Rue Bercy, apt. 102
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~gatineau-hull/26513938?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Gross area,503 sqft,10 days after acceptance of promise to rent,N/A,2022,N/A,"Condo / Apartment for rent in Gatineau (Hull), Outaouais, 10, Rue Jos-Montferrand, apt. 411, 26513938 - Centris.ca","$1,815 /month","10, Rue Jos-Montferrand, apt. 411
Gatineau (Hull)
Neighbourhood Île de Hull"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/22953523?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Gross area,469 sqft,2024-03-01,"Pets allowed with conditions, Smoking not allowed, Internet included, Roof terrace, Near the REM",N/A,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1001, Rue Lucien-L'Allier, apt. 2215, 22953523 - Centris.ca","$1,735 /month","1001, Rue Lucien-L'Allier, apt. 2215
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/condos-apartments~for-rent~saint-lambert-monteregie/17218668?view=Summary&uc=3,11 rooms,3 bedrooms,1 bathroom,N/A,N/A,5 days after acceptance of promise to rent,Animals not allowed,N/A,N/A,"Condo / Apartment for rent in Saint-Lambert (Montérégie), Montérégie, 588, Avenue Mercille, apt. 2, 17218668 - Centris.ca","$2,985 /month","588, Avenue Mercille, apt. 2
Saint-Lambert (Montérégie)"
https://www.centris.ca/en/houses~for-rent~laval-pont-viau/19221446?view=Summary&uc=3,15 rooms,3 bedrooms,2 bathrooms and 1 powder room,Lot area,"10,875 sqft",2024-07-01,"Animals not allowed, Smoking not allowed, Private yard, Private balcony, Basement 6 feet or +",2003,"Driveway (2), Garage (2)","House for rent in Laval (Pont-Viau), Laval, 1706, Rue Notre-Dame-de-Fatima, 19221446 - Centris.ca","$4,500 /month","1706, Rue Notre-Dame-de-Fatima
Laval (Pont-Viau)"
